REGION,DATE,TIME,AVERAGEHOURLYRRP
VIC1,1/10/2020,0:00:00,38.74
VIC1,1/10/2020,1:00:00,36.125
VIC1,1/10/2020,2:00:00,32.005
VIC1,1/10/2020,3:00:00,30.74
VIC1,1/10/2020,4:00:00,33.24
VIC1,1/10/2020,5:00:00,38.635
VIC1,1/10/2020,6:00:00,45.93
VIC1,1/10/2020,7:00:00,40.025
VIC1,1/10/2020,8:00:00,36.44
VIC1,1/10/2020,9:00:00,30.75
VIC1,1/10/2020,10:00:00,20.035
VIC1,1/10/2020,11:00:00,6.305
VIC1,1/10/2020,12:00:00,5.105
VIC1,1/10/2020,13:00:00,-20.8
VIC1,1/10/2020,14:00:00,-35.845
VIC1,1/10/2020,15:00:00,-17.305
VIC1,1/10/2020,16:00:00,29.25
VIC1,1/10/2020,17:00:00,40.025
VIC1,1/10/2020,18:00:00,162.655
VIC1,1/10/2020,19:00:00,54.775
VIC1,1/10/2020,20:00:00,41.115
VIC1,1/10/2020,21:00:00,35.545
VIC1,1/10/2020,22:00:00,36.235
VIC1,1/10/2020,23:00:00,34.84
VIC1,2/10/2020,0:00:00,26.87
VIC1,2/10/2020,1:00:00,-8.17
VIC1,2/10/2020,2:00:00,-38.62
VIC1,2/10/2020,3:00:00,-42.545
VIC1,2/10/2020,4:00:00,-41.935
VIC1,2/10/2020,5:00:00,-37.85
VIC1,2/10/2020,6:00:00,-7.275
VIC1,2/10/2020,7:00:00,-14.35
VIC1,2/10/2020,8:00:00,-15.15
VIC1,2/10/2020,9:00:00,-22.385
VIC1,2/10/2020,10:00:00,-60.1
VIC1,2/10/2020,11:00:00,-52.96
VIC1,2/10/2020,12:00:00,-44.35
VIC1,2/10/2020,13:00:00,-39.31
VIC1,2/10/2020,14:00:00,-20.11
VIC1,2/10/2020,15:00:00,-12.56
VIC1,2/10/2020,16:00:00,33.41
VIC1,2/10/2020,17:00:00,35.05
VIC1,2/10/2020,18:00:00,33.96
VIC1,2/10/2020,19:00:00,33.13
VIC1,2/10/2020,20:00:00,31.805
VIC1,2/10/2020,21:00:00,13.29
VIC1,2/10/2020,22:00:00,-5.065
VIC1,2/10/2020,23:00:00,17.4
VIC1,3/10/2020,0:00:00,-12.905
VIC1,3/10/2020,1:00:00,-31.2
VIC1,3/10/2020,2:00:00,-25.08
VIC1,3/10/2020,3:00:00,-43.845
VIC1,3/10/2020,4:00:00,-47.3
VIC1,3/10/2020,5:00:00,-45.905
VIC1,3/10/2020,6:00:00,-46.615
VIC1,3/10/2020,7:00:00,-41.53
VIC1,3/10/2020,8:00:00,-36.425
VIC1,3/10/2020,9:00:00,-42.955
VIC1,3/10/2020,10:00:00,-37.405
VIC1,3/10/2020,11:00:00,-33.61
VIC1,3/10/2020,12:00:00,-26.68
VIC1,3/10/2020,13:00:00,-0.905
VIC1,3/10/2020,14:00:00,8.16
VIC1,3/10/2020,15:00:00,7.74
VIC1,3/10/2020,16:00:00,32.225
VIC1,3/10/2020,17:00:00,36.295
VIC1,3/10/2020,18:00:00,41.67
VIC1,3/10/2020,19:00:00,39.745
VIC1,3/10/2020,20:00:00,35.445
VIC1,3/10/2020,21:00:00,35.45
VIC1,3/10/2020,22:00:00,38.795
VIC1,3/10/2020,23:00:00,44.265
VIC1,4/10/2020,0:00:00,36.18
VIC1,4/10/2020,1:00:00,32.815
VIC1,4/10/2020,2:00:00,32.205
VIC1,4/10/2020,3:00:00,37.02
VIC1,4/10/2020,4:00:00,37.575
VIC1,4/10/2020,5:00:00,35.685
VIC1,4/10/2020,6:00:00,32.85
VIC1,4/10/2020,7:00:00,20.06
VIC1,4/10/2020,8:00:00,25.64
VIC1,4/10/2020,9:00:00,6.76
VIC1,4/10/2020,10:00:00,9.17
VIC1,4/10/2020,11:00:00,20.915
VIC1,4/10/2020,12:00:00,12.38
VIC1,4/10/2020,13:00:00,5.88
VIC1,4/10/2020,14:00:00,35.75
VIC1,4/10/2020,15:00:00,33.23
VIC1,4/10/2020,16:00:00,42.005
VIC1,4/10/2020,17:00:00,26.16
VIC1,4/10/2020,18:00:00,37.58
VIC1,4/10/2020,19:00:00,26.83
VIC1,4/10/2020,20:00:00,8.73
VIC1,4/10/2020,21:00:00,9.83
VIC1,4/10/2020,22:00:00,0.435
VIC1,4/10/2020,23:00:00,20.07
VIC1,5/10/2020,0:00:00,13.64
VIC1,5/10/2020,1:00:00,-2.37
VIC1,5/10/2020,2:00:00,-8.32
VIC1,5/10/2020,3:00:00,0.115
VIC1,5/10/2020,4:00:00,12.45
VIC1,5/10/2020,5:00:00,34.74
VIC1,5/10/2020,6:00:00,41.9
VIC1,5/10/2020,7:00:00,41.03
VIC1,5/10/2020,8:00:00,39.35
VIC1,5/10/2020,9:00:00,43.415
VIC1,5/10/2020,10:00:00,33.94
VIC1,5/10/2020,11:00:00,33.275
VIC1,5/10/2020,12:00:00,33.33
VIC1,5/10/2020,13:00:00,30.29
VIC1,5/10/2020,14:00:00,35.705
VIC1,5/10/2020,15:00:00,42.205
VIC1,5/10/2020,16:00:00,55.3
VIC1,5/10/2020,17:00:00,80.77
VIC1,5/10/2020,18:00:00,60.84
VIC1,5/10/2020,19:00:00,50.315
VIC1,5/10/2020,20:00:00,45.495
VIC1,5/10/2020,21:00:00,38.015
VIC1,5/10/2020,22:00:00,33.93
VIC1,5/10/2020,23:00:00,38.95
VIC1,6/10/2020,0:00:00,34.035
VIC1,6/10/2020,1:00:00,4.74
VIC1,6/10/2020,2:00:00,5.835
VIC1,6/10/2020,3:00:00,7.955
VIC1,6/10/2020,4:00:00,22.835
VIC1,6/10/2020,5:00:00,48.205
VIC1,6/10/2020,6:00:00,102.69
VIC1,6/10/2020,7:00:00,124.035
VIC1,6/10/2020,8:00:00,171.345
VIC1,6/10/2020,9:00:00,50.05
VIC1,6/10/2020,10:00:00,34.505
VIC1,6/10/2020,11:00:00,53.92
VIC1,6/10/2020,12:00:00,54.365
VIC1,6/10/2020,13:00:00,78.905
VIC1,6/10/2020,14:00:00,77.735
VIC1,6/10/2020,15:00:00,51.54
VIC1,6/10/2020,16:00:00,143.58
VIC1,6/10/2020,17:00:00,180.775
VIC1,6/10/2020,18:00:00,200.83
VIC1,6/10/2020,19:00:00,57.13
VIC1,6/10/2020,20:00:00,50.285
VIC1,6/10/2020,21:00:00,47.4
VIC1,6/10/2020,22:00:00,33.01
VIC1,6/10/2020,23:00:00,47.715
VIC1,7/10/2020,0:00:00,43.54
VIC1,7/10/2020,1:00:00,43.035
VIC1,7/10/2020,2:00:00,39.275
VIC1,7/10/2020,3:00:00,28.41
VIC1,7/10/2020,4:00:00,44.435
VIC1,7/10/2020,5:00:00,85.475
VIC1,7/10/2020,6:00:00,185.625
VIC1,7/10/2020,7:00:00,81.9
VIC1,7/10/2020,8:00:00,239.545
VIC1,7/10/2020,9:00:00,222.015
VIC1,7/10/2020,10:00:00,192.06
VIC1,7/10/2020,11:00:00,245.885
VIC1,7/10/2020,12:00:00,286.35
VIC1,7/10/2020,13:00:00,257.72
VIC1,7/10/2020,14:00:00,170.86
VIC1,7/10/2020,15:00:00,298.08
VIC1,7/10/2020,16:00:00,234.31
VIC1,7/10/2020,17:00:00,63.74
VIC1,7/10/2020,18:00:00,46.25
VIC1,7/10/2020,19:00:00,43.195
VIC1,7/10/2020,20:00:00,34.875
VIC1,7/10/2020,21:00:00,30.805
VIC1,7/10/2020,22:00:00,12.525
VIC1,7/10/2020,23:00:00,25.16
VIC1,8/10/2020,0:00:00,14.33
VIC1,8/10/2020,1:00:00,4.95
VIC1,8/10/2020,2:00:00,-22.565
VIC1,8/10/2020,3:00:00,-53.45
VIC1,8/10/2020,4:00:00,-30.52
VIC1,8/10/2020,5:00:00,14.07
VIC1,8/10/2020,6:00:00,35.895
VIC1,8/10/2020,7:00:00,37.085
VIC1,8/10/2020,8:00:00,22.79
VIC1,8/10/2020,9:00:00,15.14
VIC1,8/10/2020,10:00:00,25.59
VIC1,8/10/2020,11:00:00,34.455
VIC1,8/10/2020,12:00:00,32.105
VIC1,8/10/2020,13:00:00,29.115
VIC1,8/10/2020,14:00:00,26.09
VIC1,8/10/2020,15:00:00,33.1
VIC1,8/10/2020,16:00:00,33.86
VIC1,8/10/2020,17:00:00,29.57
VIC1,8/10/2020,18:00:00,76.845
VIC1,8/10/2020,19:00:00,48.735
VIC1,8/10/2020,20:00:00,42.425
VIC1,8/10/2020,21:00:00,36.67
VIC1,8/10/2020,22:00:00,37.89
VIC1,8/10/2020,23:00:00,41.73
VIC1,9/10/2020,0:00:00,28.875
VIC1,9/10/2020,1:00:00,23.51
VIC1,9/10/2020,2:00:00,27.935
VIC1,9/10/2020,3:00:00,30.595
VIC1,9/10/2020,4:00:00,36.17
VIC1,9/10/2020,5:00:00,46.82
VIC1,9/10/2020,6:00:00,63.36
VIC1,9/10/2020,7:00:00,39.815
VIC1,9/10/2020,8:00:00,38.785
VIC1,9/10/2020,9:00:00,37.755
VIC1,9/10/2020,10:00:00,25.19
VIC1,9/10/2020,11:00:00,5.675
VIC1,9/10/2020,12:00:00,7.53
VIC1,9/10/2020,13:00:00,-1.565
VIC1,9/10/2020,14:00:00,1.18
VIC1,9/10/2020,15:00:00,18.115
VIC1,9/10/2020,16:00:00,37.955
VIC1,9/10/2020,17:00:00,47.265
VIC1,9/10/2020,18:00:00,293.46
VIC1,9/10/2020,19:00:00,195.23
VIC1,9/10/2020,20:00:00,115.875
VIC1,9/10/2020,21:00:00,81.23
VIC1,9/10/2020,22:00:00,86.93
VIC1,9/10/2020,23:00:00,51.705
VIC1,10/10/2020,0:00:00,40.575
VIC1,10/10/2020,1:00:00,33.79
VIC1,10/10/2020,2:00:00,14.105
VIC1,10/10/2020,3:00:00,28.965
VIC1,10/10/2020,4:00:00,37.465
VIC1,10/10/2020,5:00:00,45.635
VIC1,10/10/2020,6:00:00,35.92
VIC1,10/10/2020,7:00:00,23.29
VIC1,10/10/2020,8:00:00,27.83
VIC1,10/10/2020,9:00:00,6.19
VIC1,10/10/2020,10:00:00,5.59
VIC1,10/10/2020,11:00:00,-10.935
VIC1,10/10/2020,12:00:00,-7.345
VIC1,10/10/2020,13:00:00,-8.355
VIC1,10/10/2020,14:00:00,15.65
VIC1,10/10/2020,15:00:00,19.58
VIC1,10/10/2020,16:00:00,36.135
VIC1,10/10/2020,17:00:00,46.27
VIC1,10/10/2020,18:00:00,112.215
VIC1,10/10/2020,19:00:00,52.36
VIC1,10/10/2020,20:00:00,54.165
VIC1,10/10/2020,21:00:00,45.51
VIC1,10/10/2020,22:00:00,42.91
VIC1,10/10/2020,23:00:00,48.675
VIC1,11/10/2020,0:00:00,47.49
VIC1,11/10/2020,1:00:00,44.605
VIC1,11/10/2020,2:00:00,45.765
VIC1,11/10/2020,3:00:00,45.795
VIC1,11/10/2020,4:00:00,44.8
VIC1,11/10/2020,5:00:00,42.185
VIC1,11/10/2020,6:00:00,39.485
VIC1,11/10/2020,7:00:00,27.415
VIC1,11/10/2020,8:00:00,32.625
VIC1,11/10/2020,9:00:00,36.845
VIC1,11/10/2020,10:00:00,28.26
VIC1,11/10/2020,11:00:00,26.305
VIC1,11/10/2020,12:00:00,17.235
VIC1,11/10/2020,13:00:00,11.015
VIC1,11/10/2020,14:00:00,27.2
VIC1,11/10/2020,15:00:00,35.77
VIC1,11/10/2020,16:00:00,56.855
VIC1,11/10/2020,17:00:00,161.84
VIC1,11/10/2020,18:00:00,207.495
VIC1,11/10/2020,19:00:00,89.77
VIC1,11/10/2020,20:00:00,59.075
VIC1,11/10/2020,21:00:00,57.135
VIC1,11/10/2020,22:00:00,56.815
VIC1,11/10/2020,23:00:00,60.035
VIC1,12/10/2020,0:00:00,56.98
VIC1,12/10/2020,1:00:00,49.395
VIC1,12/10/2020,2:00:00,46.925
VIC1,12/10/2020,3:00:00,46.32
VIC1,12/10/2020,4:00:00,54.375
VIC1,12/10/2020,5:00:00,119.755
VIC1,12/10/2020,6:00:00,78.015
VIC1,12/10/2020,7:00:00,35.02
VIC1,12/10/2020,8:00:00,30.075
VIC1,12/10/2020,9:00:00,39.245
VIC1,12/10/2020,10:00:00,38.715
VIC1,12/10/2020,11:00:00,9.98
VIC1,12/10/2020,12:00:00,18.215
VIC1,12/10/2020,13:00:00,9.635
VIC1,12/10/2020,14:00:00,6.02
VIC1,12/10/2020,15:00:00,33
VIC1,12/10/2020,16:00:00,39.57
VIC1,12/10/2020,17:00:00,30.82
VIC1,12/10/2020,18:00:00,43.38
VIC1,12/10/2020,19:00:00,40.73
VIC1,12/10/2020,20:00:00,35.605
VIC1,12/10/2020,21:00:00,33.48
VIC1,12/10/2020,22:00:00,35.71
VIC1,12/10/2020,23:00:00,42.21
VIC1,13/10/2020,0:00:00,46.925
VIC1,13/10/2020,1:00:00,41.915
VIC1,13/10/2020,2:00:00,43.895
VIC1,13/10/2020,3:00:00,44.63
VIC1,13/10/2020,4:00:00,43.145
VIC1,13/10/2020,5:00:00,82.29
VIC1,13/10/2020,6:00:00,51.125
VIC1,13/10/2020,7:00:00,37.49
VIC1,13/10/2020,8:00:00,36.065
VIC1,13/10/2020,9:00:00,34.23
VIC1,13/10/2020,10:00:00,30.11
VIC1,13/10/2020,11:00:00,29.99
VIC1,13/10/2020,12:00:00,31.705
VIC1,13/10/2020,13:00:00,31.26
VIC1,13/10/2020,14:00:00,32.07
VIC1,13/10/2020,15:00:00,34.64
VIC1,13/10/2020,16:00:00,51.785
VIC1,13/10/2020,17:00:00,56.33
VIC1,13/10/2020,18:00:00,60.755
VIC1,13/10/2020,19:00:00,48.365
VIC1,13/10/2020,20:00:00,41.465
VIC1,13/10/2020,21:00:00,38.46
VIC1,13/10/2020,22:00:00,41.3
VIC1,13/10/2020,23:00:00,46.73
VIC1,14/10/2020,0:00:00,47.47
VIC1,14/10/2020,1:00:00,41.645
VIC1,14/10/2020,2:00:00,39.36
VIC1,14/10/2020,3:00:00,36.515
VIC1,14/10/2020,4:00:00,44.765
VIC1,14/10/2020,5:00:00,92.64
VIC1,14/10/2020,6:00:00,86.945
VIC1,14/10/2020,7:00:00,40.565
VIC1,14/10/2020,8:00:00,39.215
VIC1,14/10/2020,9:00:00,41.395
VIC1,14/10/2020,10:00:00,31.695
VIC1,14/10/2020,11:00:00,25.985
VIC1,14/10/2020,12:00:00,20.47
VIC1,14/10/2020,13:00:00,26.96
VIC1,14/10/2020,14:00:00,35.21
VIC1,14/10/2020,15:00:00,37.88
VIC1,14/10/2020,16:00:00,69.755
VIC1,14/10/2020,17:00:00,75.46
VIC1,14/10/2020,18:00:00,61.05
VIC1,14/10/2020,19:00:00,49.7
VIC1,14/10/2020,20:00:00,37.615
VIC1,14/10/2020,21:00:00,34.92
VIC1,14/10/2020,22:00:00,23.84
VIC1,14/10/2020,23:00:00,27.69
VIC1,15/10/2020,0:00:00,14.96
VIC1,15/10/2020,1:00:00,-17.46
VIC1,15/10/2020,2:00:00,-32.26
VIC1,15/10/2020,3:00:00,-35.795
VIC1,15/10/2020,4:00:00,-5.005
VIC1,15/10/2020,5:00:00,31.535
VIC1,15/10/2020,6:00:00,35.73
VIC1,15/10/2020,7:00:00,34.465
VIC1,15/10/2020,8:00:00,30.265
VIC1,15/10/2020,9:00:00,43.565
VIC1,15/10/2020,10:00:00,38.98
VIC1,15/10/2020,11:00:00,37.64
VIC1,15/10/2020,12:00:00,40.685
VIC1,15/10/2020,13:00:00,42.9
VIC1,15/10/2020,14:00:00,55.94
VIC1,15/10/2020,15:00:00,47.59
VIC1,15/10/2020,16:00:00,62.115
VIC1,15/10/2020,17:00:00,53.255
VIC1,15/10/2020,18:00:00,65.845
VIC1,15/10/2020,19:00:00,53.275
VIC1,15/10/2020,20:00:00,44.27
VIC1,15/10/2020,21:00:00,37.96
VIC1,15/10/2020,22:00:00,41.005
VIC1,15/10/2020,23:00:00,44.075
VIC1,16/10/2020,0:00:00,37.655
VIC1,16/10/2020,1:00:00,37
VIC1,16/10/2020,2:00:00,23.45
VIC1,16/10/2020,3:00:00,19.625
VIC1,16/10/2020,4:00:00,28.845
VIC1,16/10/2020,5:00:00,42.885
VIC1,16/10/2020,6:00:00,54.455
VIC1,16/10/2020,7:00:00,48.525
VIC1,16/10/2020,8:00:00,33.66
VIC1,16/10/2020,9:00:00,36.73
VIC1,16/10/2020,10:00:00,38.395
VIC1,16/10/2020,11:00:00,43.81
VIC1,16/10/2020,12:00:00,41.045
VIC1,16/10/2020,13:00:00,54.325
